GeneSymbol,logFC,P.Value,adj.P.Val
ANGPTL5,0.061337305246952946,1.0168669664198425e-20,3.451837671301743e-20
MAPKAPK3,0.06734516167221698,1.0200978090384549e-20,3.462099773893444e-20
SHB,0.09362503571097802,1.0225261317377338e-20,3.469634587513255e-20
SCAMP3,0.06973701607881097,1.0318077354460011e-20,3.500416144843681e-20
FLYWCH1,0.06962277509704129,1.0397121757161908e-20,3.52651408429363e-20
CACHD1,0.09677666162604481,1.0507222864603663e-20,3.56313312608375e-20
LOC440396,-0.08111662269754016,1.0617469954111419e-20,3.599786761247461e-20
UBE2M,-0.07021957283354839,1.0952317796501114e-20,3.7125594743876025e-20
ZMYM1,0.043376604497672076,1.1007512753676874e-20,3.730510321888782e-20
TGFBR1,0.0969320134436501,1.1207572997944412e-20,3.7975395778313475e-20
ATG10,-0.08850970509549622,1.1462397328544022e-20,3.88309390288387e-20
LOC729041,0.07343583868636121,1.1496814995186096e-20,3.89396189186547e-20
RBM18,-0.11798965032087325,1.1636320995544627e-20,3.9404115641080205e-20
CHRNA4,-0.055707956539164785,1.1930710328430385e-20,4.039279904773749e-20
OSBPL2,0.05810949337248614,1.2003957706488962e-20,4.0632531225052215e-20
LOC643997,-0.1155387717937333,1.216161557034569e-20,4.115783141028444e-20
LOC644762,-0.06985977296463323,1.2170022259586227e-20,4.1177918971318757e-20
SAMD13,-0.048587204854799254,1.2288712469141122e-20,4.1571072794512316e-20
HOXB2,0.15954273201644956,1.260412832503308e-20,4.2629428538329866e-20
NRIP1,-0.10231765222911444,1.2627256944570313e-20,4.269898736288955e-20
HERC2P7,0.11776222340651943,1.2671023506587082e-20,4.283829087315219e-20
NPFFR2,-0.1822236421614773,1.2794699018428085e-20,4.324763984646767e-20
CHID1,-0.06452598374916438,1.3088461759856593e-20,4.423162173316777e-20
PDZK1,0.10456403432806659,1.334279059391748e-20,4.5081967245953143e-20
SLC30A5,-0.056139293623585856,1.3545777094169879e-20,4.575853020418546e-20
LRRC8C,0.10021965424957263,1.3596242985956287e-20,4.5919698645718604e-20
CYP2A13,-0.0414031557744134,1.3627133515542813e-20,4.601470170273666e-20
TOM1L1,-0.08533604295114444,1.415288677704379e-20,4.778032926512515e-20
AP4S1,-0.051618721245520235,1.4293538904405602e-20,4.82453984814695e-20
UNC45A,0.04527253795397987,1.4370756834788826e-20,4.849621140034852e-20
DPP3,0.07446172639320321,1.4414103796738946e-20,4.8632643383044705e-20
SOS2,0.06860116203243888,1.4520069639199378e-20,4.8980251106805357e-20
SLC25A29,0.09093868352310869,1.455025360423729e-20,4.907213642198142e-20
COL5A2,-0.1373781900049743,1.4701045772276757e-20,4.9570665064593255e-20
SOX10,0.14569483750306142,1.490621841114234e-20,5.025232118213148e-20
BPHL,-0.05820735603846723,1.4943811989104226e-20,5.0368867917967807e-20
RELN,-0.1792440119418533,1.498115282598089e-20,5.048451581236513e-20
C7orf40,-0.06659004651727347,1.502781266684889e-20,5.0631514411720563e-20
SLC7A5,0.10431395203261352,1.5136408584980352e-20,5.0987085639804445e-20
hCG_1814936,-0.05322019070156421,1.565133148014619e-20,5.27109514521334e-20
EFEMP1,0.16709998168773577,1.5726892213900362e-20,5.295472456100942e-20
SYNPR,-0.1372942637343639,1.588013234797967e-20,5.3459904130653174e-20
STXBP2,0.07829176871284364,1.5889885823664528e-20,5.3481934430528316e-20
MFAP4,0.25369732187663857,1.620492403358478e-20,5.453127102093231e-20
TMUB1,0.07134972115666735,1.6208679269314446e-20,5.453289548634281e-20
SLC9A7,-0.04371736213245943,1.6939536085902784e-20,5.698030467006137e-20
FLJ31183,0.06277426426206698,1.7018685355226392e-20,5.723498945701162e-20
POLR2H,0.05034101937071092,1.719106907863203e-20,5.780306197060616e-20
MAS1L,0.13114655303486747,1.724648684729273e-20,5.797769958105428e-20
FBXO28,-0.08037728925471338,1.7430490254440637e-20,5.858444727712762e-20
EIF4G3,-0.06304433495997536,1.7570302540754326e-20,5.904245241765076e-20
RABAC1,-0.0634371567844586,1.7660553059425074e-20,5.933376132706844e-20
ALS2CR13,0.04943567025705259,1.7682922127289732e-20,5.939693898995285e-20
ZNF165,-0.06770167239099742,1.7811982438633637e-20,5.981839487250925e-20
APBA2BP,-0.07191737617395005,1.8274362891641883e-20,6.135885215118282e-20
FMNL3,0.05461071249967331,1.8471404269496916e-20,6.200795341395983e-20
CALCB,-0.052316378945461275,1.90170875414086e-20,6.382693792347088e-20
COQ6,-0.04076336669479001,1.904062283780772e-20,6.389306060596613e-20
TRERF1,-0.11068911486548798,1.9297306991648283e-20,6.474135770260258e-20
PSMC2,-0.10371220887966713,1.9900888157076596e-20,6.675289860095096e-20
CEP250,0.05466441147168831,1.990907494877113e-20,6.676691989259853e-20
OR2AG1,-0.037216155965377015,1.9961837809208456e-20,6.693039542306835e-20
IRF9,0.09493924134279844,2.0210662321184162e-20,6.77510514826419e-20
CCDC85B,-0.08892225975754264,2.035183720874584e-20,6.821058231024551e-20
NAB2,-0.060062644083110746,2.0538826070866072e-20,6.882344613812834e-20
OR7E91P,-0.1396204250462297,2.0545475178752493e-20,6.883188548024357e-20
H3F3A,0.08272420352155332,2.0641598148387985e-20,6.914001840095223e-20
ZNF688,0.05587037650520445,2.0860551005983688e-20,6.985936936569778e-20
GGA1,0.056059399338689114,2.136673039531763e-20,7.154012363021357e-20
C9orf127,-0.05973806173418944,2.169644068854941e-20,7.262946718240004e-20
WDR55,0.0620320412741052,2.1706054816789263e-20,7.264705713335535e-20
ZFHX4,0.1130567302588227,2.220486875923181e-20,7.430159297265842e-20
ZNF200,-0.08826867030291835,2.23127430156805e-20,7.464757069128686e-20
BEAN,-0.10512226662433738,2.2520432190471802e-20,7.5327274592939e-20
COPB1,0.05778005554640004,2.2580568299561432e-20,7.55132631233979e-20
GBGT1,0.045888420233229914,2.3015328593282114e-20,7.695173268026748e-20
SPHAR,-0.09943760585996302,2.324159810784925e-20,7.769267620244733e-20
LDLR,0.13274256676554552,2.327609752314023e-20,7.779239653542094e-20
KCNB1,-0.07387386975290734,2.3450254744963715e-20,7.835874174254568e-20
SRP54,-0.058255476759728794,2.3542208570312164e-20,7.865023328301561e-20
DLG2,-0.13229904509602014,2.3607923274925995e-20,7.885396541458544e-20
FMNL2,0.11753781620378262,2.4426886664842446e-20,8.157307402463618e-20
LMLN,-0.06650105350960345,2.4671806835324198e-20,8.237447187013474e-20
PHF3,0.06484866213378837,2.5396665188658888e-20,8.477764998073152e-20
PBK,0.08055761846370249,2.568031193967834e-20,8.570733390002e-20
CAMK2D,-0.06149302903404332,2.5865071910225326e-20,8.630667967801258e-20
OR10A4,0.0773096991913499,2.601885174983054e-20,8.68024315433786e-20
NXF1,0.06211652199046435,2.612775766632368e-20,8.714830939784184e-20
CDKN1C,0.2057007451720156,2.6152730171195766e-20,8.721414760312312e-20
DNAJA4,-0.10356386636381797,2.64776896159131e-20,8.828015601432091e-20
ACTG1,-0.13826509387558042,2.6814038245210636e-20,8.938370340431888e-20
RBM15,0.03587623470117869,2.7009716222941258e-20,9.001798222781862e-20
C20orf175,0.12148413604762892,2.7065109788229937e-20,9.018456099001472e-20
CCDC125,-0.04116304120582269,2.7520145248792995e-20,9.168246709833796e-20
BRPF3,-0.06280786592010683,2.775725479995711e-20,9.2453906453425e-20
DNAJB2,0.08849011418888125,2.78738605595448e-20,9.282374347806846e-20
SLC22A8,0.09356360681806862,2.7941678523954667e-20,9.303099518944667e-20
ANKRD43,-0.11702522730730223,2.8617895859164783e-20,9.52634072307475e-20
BSN,-0.11551291525071501,2.873691247572831e-20,9.564048521979959e-20
NFAT5,0.13596914790162112,2.904726020960265e-20,9.665406232684076e-20
LAMA1,0.14408564394412576,2.9111516477487446e-20,9.684853475361365e-20
LOC442461,0.06552772679458393,2.946494284741173e-20,9.800475201781818e-20
TYRO3P,-0.1446987993634506,2.97645061547477e-20,9.898138706100892e-20
C16orf46,-0.06887515958613458,3.075090666574644e-20,1.0224124275299256e-19
C4orf19,0.1223744378272735,3.0797391982563195e-20,1.0237537203220288e-19
SOLH,0.0493430283005712,3.1322546174124794e-20,1.0410030104619376e-19
PCSK7,0.09504872401397163,3.1428585353508914e-20,1.0443189358541826e-19
ZNF358,0.12140954434816519,3.221864084899223e-20,1.0703577175191517e-19
EIF3I,-0.06365038042456954,3.348253401627263e-20,1.1119030427404686e-19
C19orf18,0.11423080142775835,3.34789018743683e-20,1.1119030427404686e-19
TRMT12,-0.05801710304981303,3.394453898224041e-20,1.127020915720371e-19
MAN2A2,0.07806635912875343,3.3989506487831575e-20,1.128289115763397e-19
CENPJ,0.07766106220875899,3.429729241394533e-20,1.1382793881417745e-19
PRPF40B,-0.06145101340934045,3.433195886793512e-20,1.139203031810575e-19
ABCG8,-0.055845750913770906,3.4470734464177045e-20,1.1435801694426563e-19
HTR6,0.07866217233753112,3.451402250556176e-20,1.1447883579472156e-19
C9orf102,-0.0662486546084545,3.526172813474783e-20,1.1693560948008714e-19
FBXL11,0.05532975192703103,3.6646936341398177e-20,1.2148091251105216e-19
RSPO2,-0.11901682858094473,3.664279105286237e-20,1.2148091251105216e-19
BIN3,0.06879945199512842,3.6980607787188724e-20,1.225626189669278e-19
CAT,0.11393592091136223,3.752348056522291e-20,1.2433710084288616e-19
RPL19,0.06626739811118759,3.756760782178343e-20,1.244585719169382e-19
RIC8B,0.05553545367216498,3.7669089168520335e-20,1.2476996658799898e-19
NXPH2,-0.12042178251833165,3.837883281818051e-20,1.2709556241696344e-19
S100A5,-0.05708245649041751,3.854763031163621e-20,1.2762918965092505e-19
USP12,-0.15411693959943498,3.8612297832665526e-20,1.2781790446633658e-19
ATP6V0C,-0.12932603357835173,3.8679836466577837e-20,1.2801604664926575e-19
PCDHGA9,-0.06916878563158413,3.900820394240783e-20,1.2907718635748295e-19
CCNE1,-0.07178316519000597,3.939851346561461e-20,1.303428287454838e-19
PDE6D,-0.040114031718576124,3.9966604872540086e-20,1.3219601103533308e-19
SLC40A1,0.09580964791790836,4.1042146787548446e-20,1.357265993386996e-19
LOC727973,0.08884933449078282,4.112831257069534e-20,1.3598456362660061e-19
SF3B1,0.06107392075292584,4.1207662587375093e-20,1.3621989473438177e-19
NAT8L,-0.1047936125077255,4.208282275695037e-20,1.3908531503804464e-19
MMP16,-0.05253654456546579,4.214154287050537e-20,1.3925176886656782e-19
HARS2,0.03568186631020259,4.278539789739006e-20,1.4135128282357415e-19
DCDC2,-0.16877785061271833,4.335046808330449e-20,1.431897324361122e-19
PDZRN3,-0.06781094212423568,4.3460645206130966e-20,1.4352520644371113e-19
GLTSCR1,0.059214634061721796,4.34946472144123e-20,1.4360903530433256e-19
APOL5,-0.09063155103106019,4.3720999025783905e-20,1.443277986857494e-19
PTTG1,-0.12410990422065954,4.436256638717145e-20,1.4641667781260152e-19
HAMP,0.2646969514749647,4.494309051904244e-20,1.483032990909551e-19
SUMO4,-0.10630304608497226,4.5769752756806175e-20,1.5100121954848905e-19
THRSP,0.05314920272479762,4.5935447593456515e-20,1.5151787385141711e-19
CNIH4,0.089079196705827,4.638420901344816e-20,1.5296783277263015e-19
AK7,-0.10684503696085883,4.6573123674060037e-20,1.5356045368115086e-19
CAV2,0.09129612326012226,4.659907955058934e-20,1.5361564028309015e-19
CNTN1,-0.14350110997989088,4.730434038412168e-20,1.55909716803996e-19
C8orf47,-0.1337440726450935,4.763419312164757e-20,1.5696582839215644e-19
COG2,0.03473723458324101,4.793487416250857e-20,1.5792541380862849e-19
PTAFR,0.06721384444000822,4.795995365186526e-20,1.5797680720590682e-19
ECOP,-0.04957437687469489,4.848332319692068e-20,1.5966918927934508e-19
TTL,-0.07530791584296487,4.936583769637108e-20,1.625434339799106e-19
ANKRD40,0.08725654622487364,5.2201518041112494e-20,1.7184632489867615e-19
MYBBP1A,-0.09775756130797618,5.429925772884812e-20,1.7871673529400062e-19
KRT6B,-0.04344556560080809,5.556951590050638e-20,1.8286145595695862e-19
MDFIC,0.1093814052393487,5.650638472920939e-20,1.8590767919596151e-19
ABCA5,-0.06731590535026587,5.918299422573171e-20,1.9467536829403736e-19
AP4E1,0.04990381545516335,6.004774676796418e-20,1.9748088654852082e-19
KCNJ15,0.0899746332146096,6.040912668861843e-20,1.9863016715452594e-19
ADRB2,0.09787993809243065,6.166878276951749e-20,2.0273201737448008e-19
PAH,-0.07989345411357981,6.182999239151241e-20,2.0322189215230037e-19
NME7,-0.134268768990076,6.262987139826176e-20,2.0581032872818658e-19
YAF2,-0.10652260246726936,6.391361161331215e-20,2.0998746528474637e-19
RAB34,0.13816302881873432,6.466182461658758e-20,2.1240383311863107e-19
SQSTM1,0.0725646931144264,6.619665771545002e-20,2.174026614446707e-19
COG4,0.04798588922181632,6.659190583260659e-20,2.1865763917134115e-19
RAI14,0.12421112648440927,6.661871959041507e-20,2.1870258929367157e-19
C8orf37,0.05212424493171769,6.724621050946391e-20,2.2071909630287703e-19
CNPY4,0.058465064092673116,6.730485548334109e-20,2.2086808030216536e-19
TMEM44,0.07268138703639779,6.921008737546273e-20,2.270755849625341e-19
LY86,0.20343672849282923,6.945692050264238e-20,2.278405754441009e-19
CTSZ,0.12737054047363877,7.035082090847991e-20,2.3072743153294806e-19
ORC2L,-0.057009053739060005,7.286056954117627e-20,2.389115566379696e-19
C16orf70,-0.0954078848032135,7.293810693649735e-20,2.3911875152268185e-19
DPY19L1,-0.10831031634109922,7.395308883821636e-20,2.4239855869394916e-19
TRPC1,-0.06913305378757756,7.464115402134522e-20,2.4460574053327366e-19
HSPA12A,-0.08775305552352393,7.673595097471655e-20,2.514211339053631e-19
ABHD3,0.10895553427331003,7.68317663402749e-20,2.5168558173665046e-19
NEDD9,0.07609018066688822,7.771598333915976e-20,2.5453206492998396e-19
NAPSA,0.06085770929247997,7.835079633266674e-20,2.565607526208604e-19
ZNF33B,-0.08448090507716254,7.854643063630635e-20,2.571508291008662e-19
ATRIP,0.06485222988705128,7.863728725020233e-20,2.573977125785448e-19
ATF7IP,0.04930743438023813,7.873863867189479e-20,2.5767884423182536e-19
ZFP1,-0.08518835236092644,7.924702329486734e-20,2.592916544641016e-19
MRPL2,-0.11947663250126772,8.00399332897891e-20,2.6183459920318916e-19
PHOSPHO2,-0.08922963494038011,8.017545703190957e-20,2.6222646044744675e-19
TEX261,0.04749847527281487,8.071173727586173e-20,2.6392864795230765e-19
OSBPL3,-0.11141060654715018,8.125043594879045e-20,2.656380742889237e-19
GSTO2,-0.046153841310132115,8.137945556692719e-20,2.6600769862049324e-19
PCDHGA10,0.13048569722356373,8.203523374990351e-20,2.680986733101377e-19
ERLIN1,0.05122507893429012,8.205807469261998e-20,2.68120736603494e-19
LOC400622,-0.05432846255517404,8.26189572206741e-20,2.6990047110866755e-19
PCDHB17,0.0652138159456277,8.317457576891053e-20,2.716623148986917e-19
FURIN,0.08537090554978632,8.372165319907795e-20,2.7339557689779247e-19
MSH3,-0.08791598623252928,8.38536279904875e-20,2.737728951476261e-19
CD177,0.10856237944897472,8.436917160346815e-20,2.754021303820163e-19
CYGB,-0.038652940316338195,8.445203356393921e-20,2.7561862266147337e-19
DKFZP434H168,-0.07329082995997102,8.883219677076e-20,2.898570054803103e-19
N4BP1,0.06905704332326484,8.974215899905438e-20,2.9276886013317194e-19
CYP2A6,-0.0632965378869776,9.125650345818036e-20,2.976508854231978e-19
LHFPL2,0.06563731971559893,9.170059291110472e-20,2.9904083762635013e-19
RPL36A,0.07605068503630061,9.177822089264958e-20,2.9923542808748044e-19
FAM46B,0.17796482886440518,9.236886434427612e-20,3.011022604524682e-19
COASY,0.04897270230622149,9.291970594875207e-20,3.0283864266184326e-19
TOX2,-0.10421642842743373,9.303100233731382e-20,3.031420850506448e-19
ASB16,0.04790838269305527,9.319554267172644e-20,3.0361887059269787e-19
ATAD1,-0.053794229368083014,9.331962066706815e-20,3.039636745105598e-19
COX7C,-0.060962237150475024,9.4365797581091e-20,3.073112469984953e-19
SP8,-0.18803607161136224,9.493973872033576e-20,3.091199308393269e-19
SLC22A6,0.19965111856857204,9.691938119715992e-20,3.1550392034957466e-19
KLHL23,-0.10005759622298438,9.710695531081072e-20,3.1605279361315424e-19
USP40,0.10599347285593796,9.771877971786822e-20,3.1798198500655265e-19
PIGH,-0.06698619293389152,9.779314534233051e-20,3.181618457603662e-19
LOC148189,0.08345491925146087,9.900026085284159e-20,3.2202622425370926e-19
C1orf109,-0.07352752101301295,9.94671878004658e-20,3.2348189256576154e-19
CREB3L1,-0.10050288304606474,1.0102470617932292e-19,3.284830641506804e-19
KIAA1754,0.06677315877028969,1.0150714336801243e-19,3.299873267820053e-19
SNX30,-0.07619535818206083,1.0157717430764293e-19,3.301505817559122e-19
BAI2,-0.10635353259303473,1.0253625833998435e-19,3.332028488645669e-19
ANP32B,0.12232774904102114,1.0289912124455441e-19,3.3431681739505843e-19
SLTM,0.050143586914615776,1.0302988089168493e-19,3.3467640061969543e-19
SLC6A17,-0.07239002967638689,1.0369611261840583e-19,3.3677490170982554e-19
PSME1,0.06872935635649477,1.0624165359711547e-19,3.449748471438683e-19
MED23,0.03074300315142501,1.074662747508549e-19,3.4888330458761856e-19
SNTA1,0.10126432023149784,1.0795278803100679e-19,3.503944798887217e-19
C1orf130,-0.04994358427182104,1.0820916897084767e-19,3.5115824571182196e-19
TM2D1,-0.05684350085895213,1.083502660138993e-19,3.515476699485238e-19
KIF21B,-0.10552163420493732,1.0925582289049214e-19,3.5441678657721646e-19
BOK,0.09398253809339213,1.1166278045236958e-19,3.6215425719312703e-19
RBKS,-0.058177703289648657,1.11757496545291e-19,3.6239091699372037e-19
SLC16A1,0.18628304197456236,1.1207006181842586e-19,3.6333375683701333e-19
NUP62CL,0.07294894052288063,1.1274167110679913e-19,3.654400325469171e-19
SIX3,0.12637966892578592,1.1294985947772596e-19,3.660436519519303e-19
FLJ37505,0.05740113808058351,1.1426227371913488e-19,3.7022487444208896e-19
ZNF644,0.06341177407211496,1.1490605535887974e-19,3.7223843438965236e-19
SNRPA,0.055177741452897056,1.170017102306593e-19,3.789536441756475e-19
PIK3CD,0.0865129895474851,1.1771630635209893e-19,3.811940398467502e-19
HSD17B4,0.07149818744468872,1.1828143646289562e-19,3.8294965168402814e-19
FZD3,-0.21223251550916372,1.1839983758374192e-19,3.8325852632002243e-19
TM9SF3,0.042788069269761655,1.1925876683409063e-19,3.8596389406162096e-19
ERO1L,-0.05698397646988905,1.1954675723449785e-19,3.868208082632373e-19
C1QTNF1,0.10977261799727078,1.1959250300330262e-19,3.8689370414425057e-19
NHSL1,0.0773025186166468,1.1999206267235122e-19,3.881109728983037e-19
TEGT,0.09816945332316396,1.2098349715049522e-19,3.9124180021654423e-19
LYRM7,-0.11134721382206698,1.215140151307479e-19,3.9288116960395484e-19
APAF1,0.06591352264244699,1.2195759059120743e-19,3.9423885346496235e-19
DCXR,0.0688451808316499,1.23026023527759e-19,3.9761552677784635e-19
CXCL12,-0.09369829359170125,1.233602340468842e-19,3.986183711765131e-19
DDX19A,-0.05314267884671666,1.2442795961379352e-19,4.0199060081509405e-19
ATP1A2,0.17688803715364082,1.2667061544667578e-19,4.0915664582349395e-19
KCNA6,-0.14011469325759401,1.283373157583439e-19,4.1445988949555095e-19
ZNF650,-0.04634955379903596,1.2873453239614355e-19,4.15662129015566e-19
LRRC38,-0.13978237648894967,1.294969170119485e-19,4.180427402338454e-19
NOL6,-0.08832321245042532,1.295515720972273e-19,4.1813817498125035e-19
SOCS4,0.06230680112755804,1.3067853784682873e-19,4.2169387193639694e-19
SENP2,-0.05491492777184303,1.312708090167153e-19,4.23523090310657e-19
BARD1,0.11092418134309433,1.3174483343945583e-19,4.2497017120307626e-19
MGC40489,0.037764917474894175,1.3472684417240175e-19,4.345051541104902e-19
CPSF3L,0.04518604140837744,1.359962371068368e-19,4.385141824977415e-19
GPATCH8,0.0394721078982331,1.3653070421858307e-19,4.401523805568713e-19
TMCC1,-0.11136832982639822,1.4369948164817494e-19,4.63173725761158e-19
